caseno,typeofclaim,InvoiceVoucherDate,debtwarningdate,mainamount,mainamountbalance,casestate,ageofclaim_months,courtclaim,postacode,debage,paidamount
105267,loan,00:00.0,2/2/2020,1122,1122,Waiting,17,0,9027,60,0
105269,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,1394,42,0
105270,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,7716,58,0
105271,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,3717,60,0
105273,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,5336,62,0
105274,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,6103,42,0
105275,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,1605,41,0
105276,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,4521,63,0
105277,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,187,59,0
105278,loan,00:00.0,2/2/2020,623,623,Waiting,17,0,4012,22,0
111867,loan,00:00.0,1/21/2020,1076,1076,Waiting,18,0,7074,NULL,0
113698,loan,00:00.0,1/19/2020,499,499,Waiting,17,0,2625,22,0
113699,loan,00:00.0,2/13/2020,398,398,Waiting,17,0,1900,54,0
113700,loan,00:00.0,2/13/2020,199,199,Waiting,17,0,5337,49,0
113701,loan,00:00.0,2/13/2020,79,79,Waiting,17,0,586,37,0
104349,loan,00:00.0,1/21/2020,381,381,Waiting,17,0,6687,39,0
104351,loan,00:00.0,1/21/2020,381,381,Waiting,17,0,7298,45,0
104359,loan,00:00.0,1/21/2020,719,719,Waiting,17,0,7037,24,0
104400,loan,00:00.0,1/21/2020,875,875,Waiting,17,0,7236,49,0
104402,loan,00:00.0,1/21/2020,4219,4219,Waiting,17,0,7563,39,0
104407,loan,00:00.0,1/21/2020,1861,1861,Waiting,17,0,7075,NULL,0
104412,loan,00:00.0,1/21/2020,56,56,Waiting,17,0,7236,67,0
104415,loan,00:00.0,1/21/2020,2118,2118,Waiting,17,0,7224,33,0
104418,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,7170,31,0
104420,loan,00:00.0,1/21/2020,80,80,Waiting,17,0,7100,35,0
104426,loan,00:00.0,1/21/2020,88,88,Waiting,17,0,7044,45,0
104431,loan,00:00.0,1/21/2020,2742,2742,Waiting,17,0,7520,64,0
90470,loan,00:00.0,1/14/2020,623,623,Waiting,18,0,7052,39,0
90471,loan,00:00.0,1/14/2020,623,623,Waiting,18,0,9845,55,0
108285,loan,00:00.0,1/21/2020,336,336,Waiting,17,0,7160,40,0
108288,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7224,57,0
108298,loan,00:00.0,1/21/2020,672,672,Waiting,17,0,7562,38,0
108303,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7167,24,0
108306,loan,00:00.0,1/21/2020,1176,1176,Waiting,17,0,7167,55,0
108312,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7081,49,0
108318,loan,00:00.0,1/21/2020,840,840,Waiting,17,0,7100,47,0
108321,loan,00:00.0,1/21/2020,1344,1344,Waiting,17,0,7100,24,0
108323,loan,00:00.0,1/21/2020,252,252,Waiting,17,0,7167,43,0
108326,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7620,31,0
108335,loan,00:00.0,1/21/2020,1680,1680,Waiting,17,0,7170,65,0
108337,loan,00:00.0,1/21/2020,336,336,Waiting,17,0,7165,72,0
108339,loan,00:00.0,1/21/2020,1176,1176,Waiting,17,0,7160,48,0
108341,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7100,31,0
108343,loan,00:00.0,1/21/2020,84,84,Waiting,17,0,7657,38,0
108346,loan,00:00.0,10/15/2019,504,504,Waiting,21,0,7100,32,0
108349,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7041,62,0
108352,loan,00:00.0,1/21/2020,336,336,Waiting,17,0,7170,50,0
108355,loan,00:00.0,1/21/2020,420,420,Waiting,17,0,7160,71,0
103893,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,7067,25,0
103895,loan,00:00.0,1/21/2020,2715,2715,Waiting,17,0,7078,54,0
103900,loan,00:00.0,1/21/2020,310,310,Waiting,17,0,7711,40,0
103903,loan,00:00.0,1/21/2020,2137,2137,Waiting,17,0,7232,27,0
103909,loan,00:00.0,1/21/2020,2735,2735,Waiting,17,0,7091,50,0
104005,loan,00:00.0,1/21/2020,1364,1364,Waiting,17,0,7024,42,0
104011,loan,00:00.0,1/21/2020,133,133,Waiting,17,0,2584,56,0
104013,loan,00:00.0,1/21/2020,3911,3911,Waiting,19,0,7036,66,0
104016,loan,00:00.0,1/21/2020,275,275,Waiting,17,0,7091,33,0
104019,loan,00:00.0,1/21/2020,406,406,Waiting,17,0,7530,45,0
104021,loan,00:00.0,1/21/2020,271,271,Waiting,17,0,7048,20,0
104024,loan,00:00.0,1/21/2020,384,384,Waiting,17,0,6514,35,0
104026,loan,00:00.0,1/21/2020,419,419,Waiting,17,0,7232,38,0
104029,loan,00:00.0,1/21/2020,89,89,Waiting,17,0,7252,65,0
104034,loan,00:00.0,1/21/2020,96,96,Waiting,17,0,6644,46,0
104036,loan,00:00.0,1/21/2020,4740,4740,Waiting,17,0,7048,50,0
104038,loan,00:00.0,1/21/2020,854,854,Waiting,17,0,7200,53,0
104065,loan,00:00.0,1/21/2020,111,111,Waiting,17,0,7234,58,0
104071,loan,00:00.0,1/21/2020,1578,1578,Waiting,17,0,7227,31,0
104073,loan,00:00.0,1/21/2020,684,684,Waiting,17,0,7563,55,0
104077,loan,00:00.0,1/21/2020,1929,1929,Waiting,17,0,7037,51,0
104079,loan,00:00.0,1/21/2020,969,969,Waiting,17,0,7224,NULL,0
104084,loan,00:00.0,1/21/2020,1195,1195,Waiting,17,0,7504,67,0
104087,loan,00:00.0,1/21/2020,5047,5047,Waiting,17,0,7549,28,0
104243,loan,00:00.0,1/21/2020,78,78,Waiting,17,0,7740,50,0
104248,loan,00:00.0,1/21/2020,462,462,Waiting,17,0,7038,38,0
104256,loan,00:00.0,1/21/2020,973,973,Waiting,17,0,7653,47,0
104266,loan,00:00.0,1/21/2020,704,704,Waiting,17,0,7510,48,0
104269,loan,00:00.0,1/21/2020,229,229,Waiting,17,0,7712,28,0
104272,loan,00:00.0,1/21/2020,360,360,Waiting,17,0,7715,32,0
104275,loan,00:00.0,1/21/2020,4273,4273,Waiting,17,0,7017,NULL,0
104277,loan,00:00.0,1/21/2020,658,658,Waiting,17,0,7040,55,0
104280,loan,00:00.0,1/21/2020,80,80,Waiting,17,0,3048,74,0
104286,loan,00:00.0,1/21/2020,687,687,Waiting,17,0,7100,45,0
104291,loan,00:00.0,1/21/2020,1414,1414,Waiting,17,0,7227,37,0
104043,loan,00:00.0,1/21/2020,365,365,Waiting,17,0,3360,69,0
104045,loan,00:00.0,1/21/2020,538,538,Waiting,17,0,7517,25,0
104048,loan,00:00.0,1/21/2020,1161,1161,Waiting,17,0,7089,53,0
104051,loan,00:00.0,1/21/2020,193,193,Waiting,17,0,7290,25,0
104053,loan,00:00.0,1/21/2020,3223,3223,Waiting,17,0,7088,27,0
104056,loan,00:00.0,1/21/2020,2457,2457,Waiting,17,0,7075,31,0
104058,loan,00:00.0,1/21/2020,118,118,Waiting,17,0,7796,61,0
104060,loan,00:00.0,1/21/2020,683,683,Waiting,17,0,7088,46,0
104296,loan,00:00.0,1/21/2020,223,223,Waiting,17,0,7690,55,0
104315,loan,00:00.0,1/21/2020,78,78,Waiting,17,0,2380,NULL,0
104317,loan,00:00.0,1/21/2020,2548,2548,Waiting,17,0,7019,30,0
104321,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,7622,25,0
104324,loan,00:00.0,1/21/2020,236,236,Waiting,17,0,7507,34,0
104330,loan,00:00.0,1/21/2020,737,737,Waiting,17,0,7100,38,0
104335,loan,00:00.0,1/21/2020,410,410,Waiting,17,0,7620,47,0
104340,loan,00:00.0,1/21/2020,4613,4613,Waiting,17,0,7072,38,0
104342,loan,00:00.0,1/21/2020,938,938,Waiting,17,0,7353,35,0
104345,loan,00:00.0,1/21/2020,111,111,Waiting,17,0,9360,53,0
103326,loan,00:00.0,1/21/2020,1079,1079,Waiting,17,0,7070,41,0
103335,loan,00:00.0,1/21/2020,2991,2991,Waiting,17,0,7035,46,0
103339,loan,00:00.0,1/21/2020,60,60,Waiting,17,0,7327,42,0
103342,loan,00:00.0,1/21/2020,528,528,Waiting,17,0,6475,29,0
103350,loan,00:00.0,1/21/2020,479,479,Waiting,17,0,952,35,0
103356,loan,00:00.0,1/21/2020,2659,2659,Waiting,17,0,7320,38,0
103359,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7057,57,0
103364,loan,00:00.0,1/21/2020,3098,3098,Waiting,17,0,7081,45,0
103369,loan,00:00.0,1/21/2020,269,269,Waiting,17,0,7270,47,0
103374,loan,00:00.0,1/21/2020,2048,2048,Waiting,17,0,7562,48,0
103377,loan,00:00.0,1/21/2020,284,284,Waiting,17,0,7355,48,0
103380,loan,00:00.0,1/21/2020,52,52,Waiting,17,0,7530,49,0
103383,loan,00:00.0,1/21/2020,721,721,Waiting,17,0,7082,31,0
103386,loan,00:00.0,1/21/2020,1789,1789,Waiting,17,0,7200,NULL,0
103389,loan,00:00.0,1/21/2020,200,200,Waiting,17,0,7790,56,0
103391,loan,00:00.0,1/21/2020,118,118,Waiting,17,0,7750,29,0
103393,loan,00:00.0,1/21/2020,4628,4628,Waiting,17,0,7350,40,0
103399,loan,00:00.0,1/21/2020,281,281,Waiting,17,0,7602,52,0
103402,loan,00:00.0,1/21/2020,196,196,Waiting,17,0,6687,20,0
103404,loan,00:00.0,1/21/2020,377,377,Waiting,17,0,7041,55,0
103409,loan,00:00.0,1/21/2020,537,537,Waiting,17,0,7383,25,0
103844,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,5094,49,0
103847,loan,00:00.0,1/21/2020,67,67,Waiting,17,0,7030,21,0
103849,loan,00:00.0,1/21/2020,426,426,Waiting,17,0,7070,34,0
103851,loan,00:00.0,1/21/2020,573,573,Waiting,17,0,7506,38,0
103859,loan,00:00.0,1/21/2020,75,75,Waiting,17,0,7350,44,0
103863,loan,00:00.0,1/21/2020,3123,3123,Waiting,17,0,7332,37,0
103865,loan,00:00.0,1/21/2020,656,656,Waiting,17,0,7046,23,0
103867,loan,00:00.0,1/21/2020,1333,1333,Waiting,17,0,7039,51,0
103870,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,2092,NULL,0
103876,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,2256,66,0
103878,loan,00:00.0,1/21/2020,927,927,Waiting,17,0,7055,36,0
103880,loan,00:00.0,1/21/2020,475,475,Waiting,17,0,7037,35,0
103883,loan,00:00.0,1/21/2020,1826,1826,Waiting,17,0,7056,54,0
103886,loan,00:00.0,1/21/2020,3268,3268,Waiting,17,0,7506,43,0
103888,loan,00:00.0,1/21/2020,377,377,Waiting,17,0,6516,55,0
101885,loan,00:00.0,1/21/2020,359,359,Waiting,17,0,2510,66,0
101887,loan,00:00.0,1/21/2020,89,89,Waiting,17,0,6460,39,0
101889,loan,00:00.0,1/21/2020,2939,2939,Waiting,17,0,7228,37,0
101891,loan,00:00.0,1/21/2020,2792,2792,Waiting,17,0,7088,28,0
101894,loan,00:00.0,1/21/2020,412,412,Waiting,17,0,1452,39,0
101900,loan,00:00.0,1/21/2020,171,171,Waiting,17,0,7332,42,0
101903,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,3055,31,0
102639,loan,00:00.0,1/21/2020,453,453,Waiting,17,0,7633,36,0
105493,loan,00:00.0,1/21/2020,749,749,Waiting,17,0,7290,38,0
102647,loan,00:00.0,1/21/2020,92,92,Waiting,17,0,8360,49,0
102665,loan,00:00.0,1/21/2020,101,101,Waiting,17,0,6650,24,0
102670,loan,00:00.0,1/21/2020,1476,1476,Waiting,17,0,7078,42,0
102673,loan,00:00.0,1/21/2020,84,84,Waiting,17,0,2406,29,0
102675,loan,00:00.0,1/21/2020,484,484,Waiting,17,0,7045,46,0
102677,loan,00:00.0,1/21/2020,479,479,Waiting,17,0,7025,29,0
102699,loan,00:00.0,1/21/2020,3401,3401,Waiting,17,0,7550,66,0
102704,loan,00:00.0,1/21/2020,1008,1008,Waiting,17,0,7288,25,0
102706,loan,00:00.0,1/21/2020,207,207,Waiting,17,0,7580,73,0
102709,loan,00:00.0,1/21/2020,152,152,Waiting,17,0,4051,54,0
102712,loan,00:00.0,1/21/2020,2422,2422,Waiting,17,0,7550,31,0
102714,loan,00:00.0,1/21/2020,478,478,Waiting,17,0,7300,25,0
105099,loan,00:00.0,1/29/2020,158,158,Waiting,17,0,9603,34,0
105102,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,9055,26,0
105103,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,4306,24,0
105104,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,2053,67,0
105105,loan,00:00.0,1/29/2020,398,398,Waiting,17,0,1387,64,0
105107,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,2165,23,0
105108,loan,00:00.0,1/29/2020,99,99,Waiting,17,0,2030,29,0
105109,loan,00:00.0,1/29/2020,626,626,Waiting,17,0,4250,54,0
105110,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,5036,32,0
105111,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,7600,76,0
105112,loan,00:00.0,1/29/2020,626,626,Waiting,17,0,3046,69,0
105113,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,6770,62,0
105115,loan,00:00.0,1/29/2020,79,79,Waiting,17,0,3650,72,0
105117,loan,00:00.0,1/29/2020,158,158,Waiting,17,0,1340,50,0
105118,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,4637,22,0
105119,loan,00:00.0,1/29/2020,498,498,Waiting,17,0,2843,56,0
105122,loan,00:00.0,1/29/2020,99,99,Waiting,17,0,3683,26,0
105125,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,4790,53,0
105126,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,3530,59,0
105127,loan,00:00.0,1/29/2020,79,79,Waiting,17,0,5523,43,0
105130,loan,00:00.0,1/29/2020,398,398,Waiting,17,0,2270,72,0
105131,loan,00:00.0,1/29/2020,189,189,Waiting,17,0,959,32,0
105132,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,1658,56,0
105133,loan,00:00.0,1/29/2020,328,328,Waiting,17,0,7270,40,0
105135,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,3518,64,0
105136,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,2080,21,0
105138,loan,00:00.0,1/29/2020,158,158,Waiting,17,0,2436,64,0
105139,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,7603,20,0
105140,loan,00:00.0,1/29/2020,499,499,Waiting,17,0,5267,31,0
102683,loan,00:00.0,1/21/2020,654,654,Waiting,17,0,1325,NULL,0
102686,loan,00:00.0,1/21/2020,135,135,Waiting,17,0,1916,NULL,0
102689,loan,00:00.0,1/21/2020,1739,1739,Waiting,22,0,1718,31,0
102654,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,6433,36,0
102656,loan,00:00.0,1/21/2020,1972,1972,Waiting,17,0,7055,69,0
105142,loan,00:00.0,1/29/2020,199,199,Waiting,17,0,9620,73,0
105077,loan,00:00.0,1/29/2020,623,623,Waiting,18,0,8030,32,0
105078,loan,00:00.0,1/29/2020,623,623,Waiting,17,0,2670,45,0
105079,loan,00:00.0,1/29/2020,623,623,Waiting,17,0,2070,39,0
105080,loan,00:00.0,1/29/2020,228,228,Waiting,17,0,9104,23,0
105082,loan,00:00.0,1/29/2020,623,623,Waiting,19,0,768,22,0
105083,loan,00:00.0,1/29/2020,623,623,Waiting,17,0,3026,26,0
90465,loan,00:00.0,1/14/2020,623,623,Waiting,18,0,4016,49,0
90467,loan,00:00.0,1/14/2020,623,623,Waiting,18,0,3830,45,0
90468,loan,00:00.0,1/14/2020,623,623,Waiting,18,0,8614,56,0
93394,loan,00:00.0,1/19/2020,499,499,Waiting,17,0,1776,38,0
93395,loan,00:00.0,1/19/2020,199,199,Waiting,17,0,2383,69,0
93396,loan,00:00.0,1/19/2020,528,528,Waiting,17,0,1725,29,0
93398,loan,00:00.0,1/19/2020,499,499,Waiting,17,0,1789,33,0
93399,loan,00:00.0,1/19/2020,398,398,Waiting,17,0,9700,52,0
93400,loan,00:00.0,1/19/2020,79,79,Waiting,17,0,5142,55,0
105144,loan,00:00.0,1/30/2020,623,623,Waiting,19,0,9105,999,0
105145,loan,00:00.0,1/30/2020,312,312,Waiting,17,0,7300,61,0
105146,loan,00:00.0,1/31/2020,528,528,Waiting,18,0,1052,29,0
105147,loan,00:00.0,1/31/2020,623,623,Waiting,19,0,980,43,0
105157,loan,00:00.0,2/2/2020,369,369,Waiting,17,0,3330,25,0
105158,loan,00:00.0,2/2/2020,594,594,Waiting,17,0,2013,59,0
108281,loan,00:00.0,1/21/2020,168,168,Waiting,17,0,7071,60,0
101652,loan,00:00.0,1/21/2020,265,265,Waiting,17,0,4623,40,0
101656,loan,00:00.0,1/21/2020,97,97,Waiting,17,0,7550,62,0
101661,loan,00:00.0,1/21/2020,4563,4563,Waiting,17,0,7059,47,0
101667,loan,00:00.0,1/21/2020,162,162,Waiting,17,0,7300,49,0
101670,loan,00:00.0,1/21/2020,427,427,Waiting,17,0,3482,32,0
101388,loan,00:00.0,1/21/2020,648,648,Waiting,17,0,7300,55,0
101393,loan,00:00.0,1/21/2020,880,880,Waiting,17,0,7520,53,0
101396,loan,00:00.0,1/21/2020,499,499,Waiting,17,0,7332,47,0
101398,loan,00:00.0,1/21/2020,871,871,Waiting,17,0,7224,46,0
101617,loan,00:00.0,1/21/2020,2184,2184,Waiting,17,0,7047,35,0
101620,loan,00:00.0,1/21/2020,25217,25217,Waiting,17,0,7018,NULL,0
101627,loan,00:00.0,1/21/2020,647,647,Waiting,17,0,7054,44,0
101632,loan,00:00.0,1/21/2020,564,564,Waiting,17,0,177,33,0
101641,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,9020,39,0
101675,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,7882,40,0
101678,loan,00:00.0,1/21/2020,210,210,Waiting,17,0,7584,43,0
101681,loan,00:00.0,1/21/2020,256,256,Waiting,17,0,7260,23,0
95433,loan,00:00.0,1/21/2020,576,576,Waiting,17,0,7608,36,0
95438,loan,00:00.0,1/21/2020,1468,1468,Waiting,17,0,7350,44,0
95441,loan,00:00.0,1/21/2020,107,107,Waiting,17,0,7657,47,0
95444,loan,00:00.0,1/21/2020,126,126,Waiting,17,0,6230,44,0
95469,loan,00:00.0,1/21/2020,4007,4007,Waiting,17,0,7353,55,0
95478,loan,00:00.0,1/21/2020,1435,1435,Waiting,17,0,7732,38,0
95484,loan,00:00.0,1/21/2020,707,707,Waiting,17,0,7530,20,0
95487,loan,00:00.0,1/21/2020,4196,4196,Waiting,17,0,7092,42,0
95494,loan,00:00.0,1/21/2020,4027,4027,Waiting,17,0,7067,29,0
95497,loan,00:00.0,1/21/2020,191,191,Waiting,17,0,2647,54,0
95500,loan,00:00.0,1/21/2020,118,118,Waiting,17,0,7898,54,0
95502,loan,00:00.0,1/21/2020,1680,1680,Waiting,17,0,7021,30,0
95505,loan,00:00.0,1/21/2020,487,487,Waiting,17,0,1471,NULL,0
95934,loan,00:00.0,1/21/2020,542,542,Waiting,17,0,7550,52,0
95937,loan,00:00.0,1/21/2020,122,122,Waiting,17,0,3961,36,0
95940,loan,00:00.0,1/21/2020,1435,1435,Waiting,17,0,6658,29,0
95943,loan,00:00.0,1/21/2020,56,56,Waiting,17,0,7213,40,0
95946,loan,00:00.0,1/21/2020,2025,2025,Waiting,17,0,7071,27,0
95954,loan,00:00.0,1/21/2020,373,373,Waiting,17,0,7200,52,0
95959,loan,00:00.0,1/21/2020,206,206,Waiting,17,0,7657,63,0
95962,loan,00:00.0,1/21/2020,363,363,Waiting,17,0,8800,NULL,0
95968,loan,00:00.0,1/21/2020,345,345,Waiting,17,0,7052,62,0
95974,loan,00:00.0,1/21/2020,3911,3911,Waiting,17,0,7234,52,0
95976,loan,00:00.0,1/21/2020,372,372,Waiting,17,0,7550,38,0
95978,loan,00:00.0,1/21/2020,367,367,Waiting,17,0,7970,31,0
95981,loan,00:00.0,1/21/2020,347,347,Waiting,17,0,6789,40,0
95989,loan,00:00.0,1/21/2020,1744,1744,Waiting,17,0,7224,56,0
95991,loan,00:00.0,1/21/2020,366,366,Waiting,17,0,7350,40,0
96188,loan,00:00.0,1/21/2020,856,856,Waiting,17,0,7232,45,0
96190,loan,00:00.0,1/21/2020,757,757,Waiting,17,0,7098,51,0
96192,loan,00:00.0,1/21/2020,905,905,Waiting,17,0,7039,38,0
96195,loan,00:00.0,1/21/2020,1830,1830,Waiting,17,0,7224,55,0
96198,loan,00:00.0,1/21/2020,4875,4875,Waiting,17,0,7075,45,0
96200,loan,00:00.0,1/21/2020,118,118,Waiting,17,0,7820,70,0
96203,loan,00:00.0,1/21/2020,285,285,Waiting,17,0,7790,70,0
96205,loan,00:00.0,1/21/2020,3884,3884,Waiting,17,0,7357,45,0
96208,loan,00:00.0,1/21/2020,896,896,Waiting,17,0,7092,40,0
96213,loan,00:00.0,1/21/2020,286,286,Waiting,17,0,7550,42,0
96215,loan,00:00.0,1/21/2020,1540,1540,Waiting,17,0,7263,34,0
96218,loan,00:00.0,1/21/2020,711,711,Waiting,17,0,7530,50,0
96221,loan,00:00.0,1/21/2020,94,94,Waiting,17,0,7506,26,0
96231,loan,00:00.0,1/21/2020,457,457,Waiting,17,0,1389,58,0
96234,loan,00:00.0,1/21/2020,128,128,Waiting,17,0,8920,40,0
96236,loan,00:00.0,1/21/2020,187,187,Waiting,17,0,7038,62,0
96238,loan,00:00.0,1/21/2020,268,268,Waiting,17,0,7504,50,0
96241,loan,00:00.0,1/21/2020,3348,3348,Waiting,17,0,7234,35,0
96244,loan,00:00.0,1/21/2020,459,459,Waiting,17,0,1394,37,0
96247,loan,00:00.0,1/21/2020,582,582,Waiting,17,0,7038,NULL,0
96250,loan,00:00.0,1/21/2020,166,166,Waiting,17,0,7890,63,0
96258,loan,00:00.0,1/21/2020,1726,1726,Waiting,17,0,7080,32,0
96262,loan,00:00.0,1/21/2020,1212,1212,Waiting,17,0,7232,61,0
99952,loan,00:00.0,1/21/2020,1049,1049,Waiting,17,0,7026,23,0
95997,loan,00:00.0,1/21/2020,543,543,Waiting,17,0,7088,42,0
95999,loan,00:00.0,1/21/2020,4325,4325,Waiting,17,0,7056,47,0
96001,loan,00:00.0,1/21/2020,1421,1421,Waiting,17,0,7026,37,0
96007,loan,00:00.0,1/21/2020,118,118,Waiting,17,0,7580,52,0
96010,loan,00:00.0,1/21/2020,526,526,Waiting,17,0,7092,35,0
96012,loan,00:00.0,1/21/2020,2537,2537,Waiting,17,0,7353,38,0
96015,loan,00:00.0,1/21/2020,3205,3205,Waiting,17,0,7540,28,0
96181,loan,00:00.0,1/21/2020,2619,2619,Waiting,17,0,7049,49,0
96183,loan,00:00.0,1/21/2020,4411,4411,Waiting,17,0,7088,39,0
95451,loan,00:00.0,1/21/2020,74,74,Waiting,17,0,2409,81,0
95461,loan,00:00.0,1/21/2020,27001,27001,Waiting,17,0,7224,NULL,0
99958,loan,00:00.0,1/21/2020,7620,7620,Waiting,17,0,7033,40,0
99969,loan,00:00.0,1/21/2020,1076,1076,Waiting,17,0,7250,51,0
99971,loan,00:00.0,1/21/2020,4338,4338,Waiting,17,0,7300,53,0
99976,loan,00:00.0,1/21/2020,1682,1682,Waiting,17,0,7070,44,0
99979,loan,00:00.0,1/21/2020,460,460,Waiting,17,0,7580,42,0
99985,loan,00:00.0,1/21/2020,170,170,Waiting,17,0,2825,38,0
99988,loan,00:00.0,1/21/2020,372,372,Waiting,17,0,6873,57,0
99990,loan,00:00.0,1/21/2020,2023,2023,Waiting,17,0,7067,57,0
99996,loan,00:00.0,1/21/2020,511,511,Waiting,17,0,7517,NULL,0
99999,loan,00:00.0,1/21/2020,580,580,Waiting,17,0,976,NULL,0
100005,loan,00:00.0,1/21/2020,1331,1331,Waiting,17,0,7224,34,0
100008,loan,00:00.0,1/21/2020,2011,2011,Waiting,17,0,7066,27,0
100011,loan,00:00.0,1/21/2020,108,108,Waiting,17,0,7005,NULL,0
100014,loan,00:00.0,1/21/2020,335,335,Waiting,17,0,7520,34,0
100017,loan,00:00.0,1/21/2020,256,256,Waiting,17,0,7310,45,0
100019,loan,00:00.0,1/21/2020,50,50,Waiting,17,0,975,NULL,0
100021,loan,00:00.0,1/21/2020,428,428,Waiting,17,0,7514,60,0
103242,loan,00:00.0,1/21/2020,170,170,Waiting,17,0,8540,50,0
103245,loan,00:00.0,1/21/2020,170,170,Waiting,17,0,2670,39,0
103251,loan,00:00.0,1/21/2020,266,266,Waiting,17,0,6620,55,0
103254,loan,00:00.0,1/21/2020,1668,1668,Waiting,17,0,7083,51,0
103256,loan,00:00.0,1/21/2020,843,843,Waiting,17,0,7045,39,0
103259,loan,00:00.0,1/21/2020,1803,1803,Waiting,17,0,7037,43,0
103261,loan,00:00.0,1/21/2020,104,104,Waiting,17,0,7270,35,0
103267,loan,00:00.0,1/21/2020,467,467,Waiting,17,0,7890,37,0
103270,loan,00:00.0,1/21/2020,169,169,Waiting,17,0,7088,30,0
103275,loan,00:00.0,1/21/2020,1050,1050,Waiting,17,0,7500,34,0
103277,loan,00:00.0,1/21/2020,391,391,Waiting,17,0,7300,39,0
103288,loan,00:00.0,1/21/2020,437,437,Waiting,17,0,7327,52,0
103294,loan,00:00.0,1/21/2020,2315,2315,Waiting,17,0,7660,41,0
103297,loan,00:00.0,1/21/2020,2019,2019,Waiting,17,0,7550,37,0
103302,loan,00:00.0,1/21/2020,1546,1546,Waiting,17,0,7030,55,0
103311,loan,00:00.0,1/21/2020,115,115,Waiting,17,0,7562,24,0
103313,loan,00:00.0,1/21/2020,1187,1187,Waiting,17,0,7336,43,0
96385,loan,00:00.0,1/21/2020,312,312,Waiting,17,0,7509,31,0
96390,loan,00:00.0,1/21/2020,2218,2218,Waiting,17,0,7320,32,0
96393,loan,00:00.0,1/21/2020,144,144,Waiting,17,0,7100,23,0
96396,loan,00:00.0,1/21/2020,1039,1039,Waiting,17,0,7357,43,0
96399,loan,00:00.0,1/21/2020,89,89,Waiting,17,0,2512,66,0
96401,loan,00:00.0,1/21/2020,214,214,Waiting,17,0,7580,40,0
96889,loan,00:00.0,1/21/2020,170,170,Waiting,17,0,6230,22,0
96891,loan,00:00.0,1/21/2020,905,905,Waiting,17,0,7232,39,0
96893,loan,00:00.0,1/21/2020,596,596,Waiting,17,0,7327,32,0
96896,loan,00:00.0,1/21/2020,1500,1500,Waiting,17,0,7091,27,0
96898,loan,00:00.0,1/21/2020,3848,3848,Waiting,17,0,7023,53,0
96901,loan,00:00.0,1/21/2020,133,133,Waiting,17,0,6445,56,0
96907,loan,00:00.0,1/21/2020,2102,2102,Waiting,17,0,7024,48,0
96916,loan,00:00.0,1/21/2020,148,148,Waiting,17,0,6516,63,0
96919,loan,00:00.0,1/21/2020,191,191,Waiting,17,0,5282,30,0
96921,loan,00:00.0,1/21/2020,150,150,Waiting,17,0,7690,27,0
96927,loan,00:00.0,1/21/2020,89,89,Waiting,17,0,9516,43,0
96932,loan,00:00.0,1/21/2020,5270,5270,Waiting,17,0,7027,41,0
96934,loan,00:00.0,1/21/2020,337,337,Waiting,17,0,7082,48,0
103318,loan,00:00.0,1/21/2020,951,951,Waiting,17,0,7078,53,0
103320,loan,00:00.0,1/21/2020,1432,1432,Waiting,17,0,7224,35,0
103323,loan,00:00.0,1/21/2020,1258,1258,Waiting,17,0,7343,23,0
